trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1141,False,"{'a': 0.25974968132535436, 'e': 0.31949936265070866}",20,4,-9.835346389154886,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1142,False,"{'a': 0.25959001149225136, 'e': 0.31918002298450265}",25,20,8.08843613127102,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.25943050124917316, 'e': 0.3188610024983463}",35,20,-25.596010103246698,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1144,False,"{'a': 0.2592711504366095, 'e': 0.31854230087321894}",20,16,6.933765883823604,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.25911195889520955, 'e': 0.3182239177904191}",20,7,10.651120818689947,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.2589529264657817, 'e': 0.3179058529315635}",20,0,-54.301276966604306,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1147,False,"{'a': 0.2587940529892937, 'e': 0.31758810597858733}",20,0,21.820536626826232,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1148,False,"{'a': 0.2586353383068718, 'e': 0.3172706766137436}",25,9,27.340877926384337,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.2584767822598015, 'e': 0.31695356451960294}",25,11,26.32747684013864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.2583183846895266, 'e': 0.3166367693790532}",25,15,-18.984757148038415,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1151,False,"{'a': 0.25816014543764965, 'e': 0.3163202908752993}",25,0,-99.23020635790351,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 2}",0
1152,False,"{'a': 0.25800206434593126, 'e': 0.3160041286918625}",35,17,34.833948439240594,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.2578441412562904, 'e': 0.3156882825125808}",20,13,2.4039441875405463,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.257686376010804, 'e': 0.31537275202160797}",30,15,2.8217619122475157,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1155,False,"{'a': 0.2575287684517067, 'e': 0.31505753690341337}",20,11,12.26682058653313,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.257371318421391, 'e': 0.314742636842782}",20,10,9.715533600458182,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.2572140257624068, 'e': 0.31442805152481357}",25,12,-21.10811393333675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1158,False,"{'a': 0.2570568903174615, 'e': 0.31411378063492296}",20,3,-45.43448884655746,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 1}",1
1159,False,"{'a': 0.2568999119294196, 'e': 0.31379982385883914}",20,14,12.86049338659839,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.25674309044130267, 'e': 0.3134861808826053}",25,11,-32.770715125922486,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
1161,False,"{'a': 0.25658642569628926, 'e': 0.3131728513925785}",25,7,7.7554268742424775,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1162,False,"{'a': 0.2564299175377146, 'e': 0.31285983507542925}",25,15,9.656261251315158,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.2562735658090705, 'e': 0.312547131618141}",20,13,-4.511992402776039,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1164,False,"{'a': 0.2561173703540053, 'e': 0.31223474070801055}",25,6,18.787716602342446,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.25596133101632335, 'e': 0.31192266203264674}",30,13,20.693682275411483,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1166,False,"{'a': 0.25580544763998553, 'e': 0.31161089527997105}",20,10,5.265935025193256,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.25564972006910824, 'e': 0.31129944013821653}",20,6,11.075723744460307,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.25549414814796406, 'e': 0.3109882962959281}",25,11,19.402623816281242,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.255338731720981, 'e': 0.3106774634419619}",20,16,5.734703311391231,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.2551834706327425, 'e': 0.31036694126548503}",20,8,-1.7048350398480807,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1171,False,"{'a': 0.2550283647279876, 'e': 0.3100567294559753}",20,12,17.393319689603842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.25487341385161044, 'e': 0.3097468277032209}",35,12,-50.949149004111575,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
1173,False,"{'a': 0.25471861784865996, 'e': 0.3094372356973199}",20,3,13.677265688149092,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.25456397656434027, 'e': 0.30912795312868047}",30,5,11.798808005187555,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
1175,False,"{'a': 0.2544094898440099, 'e': 0.30881897968801986}",35,0,-68.90028277013192,"{0: 28, 1: 4, 2: 1, 3: 0, 4: 2}",0
1176,False,"{'a': 0.2542551575331824, 'e': 0.3085103150663647}",20,5,-9.131846370040751,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1177,False,"{'a': 0.2541009794775252, 'e': 0.30820195895505037}",25,8,-2.6126353895765893,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1178,False,"{'a': 0.25394695552286034, 'e': 0.30789391104572067}",25,18,13.4099947233932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.2537930855151638, 'e': 0.3075861710303276}",20,0,18.550388675542347,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1180,False,"{'a': 0.25363936930056563, 'e': 0.30727873860113125}",25,8,-45.70990608317311,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1181,False,"{'a': 0.25348580672534954, 'e': 0.30697161345069907}",30,17,19.50179414895969,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.253332397635953, 'e': 0.306664795271906}",30,18,21.052294396966996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.25317914187896684, 'e': 0.30635828375793367}",20,14,8.875820748892533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.2530260393011353, 'e': 0.3060520786022707}",25,0,25.80689242609748,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1185,False,"{'a': 0.25287308974935585, 'e': 0.30574617949871175}",20,4,-29.07286339508349,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1186,False,"{'a': 0.25272029307067895, 'e': 0.3054405861413579}",20,3,18.47400697430216,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.2525676491123078, 'e': 0.3051352982246155}",30,12,29.360114588088646,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.25241515772159845, 'e': 0.3048303154431969}",25,0,-13.955641511399435,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1189,False,"{'a': 0.2522628187460595, 'e': 0.30452563749211903}",25,0,14.500599453661108,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1190,False,"{'a': 0.25211063203335204, 'e': 0.3042212640667041}",25,20,10.149814591569458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.25195859743128923, 'e': 0.3039171948625785}",25,9,18.662672845904236,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1192,False,"{'a': 0.25180671478783656, 'e': 0.30361342957567317}",35,8,34.911529945162464,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1193,False,"{'a': 0.25165498395111136, 'e': 0.3033099679022227}",25,7,-67.31952216393614,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 1}",1
1194,False,"{'a': 0.2515034047693827, 'e': 0.3030068095387654}",30,0,17.463181516184587,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1195,False,"{'a': 0.25135197709107143, 'e': 0.30270395418214285}",25,0,-42.55748676774495,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1196,False,"{'a': 0.2512007007647499, 'e': 0.3024014015294998}",25,16,-10.625719813507521,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1197,False,"{'a': 0.2510495756391417, 'e': 0.3020991512782834}",35,10,19.97834892789907,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.25089860156312177, 'e': 0.30179720312624353}",30,17,24.03319280241768,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.25074777838571594, 'e': 0.30149555677143186}",25,3,17.987824399917393,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1200,False,"{'a': 0.2505971059561011, 'e': 0.30119421191220214}",20,3,-56.25892139174963,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
1201,False,"{'a': 0.25044658412360465, 'e': 0.30089316824720935}",35,6,-36.169125086830775,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 1}",1
1202,False,"{'a': 0.25029621273770497, 'e': 0.30059242547541}",25,8,16.95875148674721,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1203,False,"{'a': 0.25014599164803053, 'e': 0.30029198329606105}",25,16,7.172467608067517,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.24999592070436027, 'e': 0.29999184140872054}",20,4,24.746521471132294,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.24984599975662317, 'e': 0.2996919995132463}",20,13,9.392565864156532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.24969622865489835, 'e': 0.2993924573097967}",35,21,22.076932554568383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.24954660724941463, 'e': 0.29909321449882925}",20,0,9.361692764486536,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1208,False,"{'a': 0.24939713539055064, 'e': 0.29879427078110127}",20,13,-19.31839228043473,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
1209,False,"{'a': 0.2492478129288345, 'e': 0.298495625857669}",25,2,23.137195096126785,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.2490986397149437, 'e': 0.2981972794298874}",20,13,1.8145153847519664,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1211,False,"{'a': 0.24894961559970505, 'e': 0.2978992311994101}",30,13,22.23171692805615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.24880074043409442, 'e': 0.29760148086818883}",20,11,6.868510808378102,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1213,False,"{'a': 0.2486520140692366, 'e': 0.2973040281384732}",20,12,8.055947350805077,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.2485034363564053, 'e': 0.29700687271281057}",35,8,-71.7703344635837,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 2}",1
1215,False,"{'a': 0.24835500714702266, 'e': 0.2967100142940453}",20,12,-31.099778652605366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1216,False,"{'a': 0.24820672629265955, 'e': 0.2964134525853191}",25,15,-32.19548045462149,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
1217,False,"{'a': 0.24805859364503507, 'e': 0.29611718729007014}",25,12,11.305920085957183,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1218,False,"{'a': 0.2479106090560166, 'e': 0.2958212181120332}",25,0,-42.18006351376694,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1219,False,"{'a': 0.2477627723776195, 'e': 0.295525544755239}",20,10,5.027754420922381,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1220,False,"{'a': 0.2476150834620071, 'e': 0.2952301669240142}",20,0,15.857395980531034,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1221,False,"{'a': 0.24746754216149047, 'e': 0.29493508432298093}",25,0,-16.23165923196137,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1222,False,"{'a': 0.2473201483285283, 'e': 0.2946402966570566}",25,14,-44.2498131832769,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
1223,False,"{'a': 0.24717290181572668, 'e': 0.29434580363145335}",20,15,8.421168780617217,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.2470258024758392, 'e': 0.29405160495167837}",30,20,17.772859003593542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.24687885016176642, 'e': 0.2937577003235328}",20,8,-1.379969773281437,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1226,False,"{'a': 0.24673204472655605, 'e': 0.2934640894531121}",25,12,11.735565061148149,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1227,False,"{'a': 0.2465853860234026, 'e': 0.2931707720468052}",20,2,-7.6467584084932945,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1228,False,"{'a': 0.24643887390564745, 'e': 0.2928777478112949}",20,6,4.1366177309654635,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1229,False,"{'a': 0.24629250822677837, 'e': 0.2925850164535567}",25,1,20.01637342279095,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
1230,False,"{'a': 0.24614628884042972, 'e': 0.2922925776808594}",25,8,-23.01811189168256,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1231,False,"{'a': 0.24600021560038207, 'e': 0.29200043120076413}",25,7,34.05723728560337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.24585428836056222, 'e': 0.29170857672112444}",20,4,7.845261375868459,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.24570850697504285, 'e': 0.2914170139500857}",25,8,12.65608882496836,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1234,False,"{'a': 0.24556287129804263, 'e': 0.29112574259608526}",30,16,11.909413388141125,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1235,False,"{'a': 0.2454173811839258, 'e': 0.2908347623678516}",25,0,-9.767449879298832,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1236,False,"{'a': 0.2452720364872023, 'e': 0.2905440729744046}",25,8,7.088542252004528,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1237,False,"{'a': 0.2451268370625274, 'e': 0.29025367412505476}",25,8,30.905028323922373,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.24498178276470164, 'e': 0.2899635655294033}",20,8,18.931729521359795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.24483687344867072, 'e': 0.28967374689734143}",20,0,-11.897703101319069,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1240,False,"{'a': 0.24469210896952534, 'e': 0.28938421793905067}",25,5,-23.360453036677434,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1241,False,"{'a': 0.24454748918250097, 'e': 0.2890949783650019}",30,4,5.208431287085099,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
1242,False,"{'a': 0.24440301394297784, 'e': 0.28880602788595566}",20,0,21.32245446472272,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1243,False,"{'a': 0.24425868310648066, 'e': 0.2885173662129613}",30,1,-66.91939302806131,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 1}",1
1244,False,"{'a': 0.24411449652867864, 'e': 0.2882289930573573}",25,18,10.263355668580562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.24397045406538515, 'e': 0.2879409081307703}",20,0,-3.648757911758832,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1246,False,"{'a': 0.24382655557255772, 'e': 0.28765311114511544}",25,17,0.527304672405724,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.24368280090629782, 'e': 0.28736560181259563}",20,6,19.63958311369649,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1248,False,"{'a': 0.24353918992285084, 'e': 0.28707837984570167}",20,0,-0.39607661127264415,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1249,False,"{'a': 0.24339572247860572, 'e': 0.2867914449572114}",25,7,-24.013120682138904,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1250,False,"{'a': 0.24325239843009505, 'e': 0.2865047968601901}",30,17,7.635007594157203,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.24310921763399473, 'e': 0.28621843526798946}",20,14,11.940036902837502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.242966179947124, 'e': 0.285932359894248}",30,16,12.681631639897144,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.24282328522644508, 'e': 0.28564657045289016}",25,0,-86.26885331775114,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
1254,False,"{'a': 0.24268053332906334, 'e': 0.28536106665812666}",20,6,-36.753146119406985,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1255,False,"{'a': 0.2425379241122268, 'e': 0.2850758482244536}",20,6,14.6143973215175,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.24239545743332624, 'e': 0.2847909148666525}",20,16,8.910192739689846,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.24225313314989497, 'e': 0.2845062662997899}",30,12,31.44109490560542,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.24211095111960876, 'e': 0.2842219022392175}",20,1,-34.97071789874602,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
1259,False,"{'a': 0.24196891120028544, 'e': 0.28393782240057086}",25,8,27.874976643704258,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.2418270132498852, 'e': 0.2836540264997704}",20,3,-111.57220517095932,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 3}",1
1261,False,"{'a': 0.24168525712651, 'e': 0.28337051425302}",20,0,1.7628802688714404,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1262,False,"{'a': 0.24154364268840375, 'e': 0.2830872853768075}",20,12,-8.006271304234136,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1263,False,"{'a': 0.24140216979395196, 'e': 0.2828043395879039}",35,15,14.210701755576038,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1264,False,"{'a': 0.2412608383016818, 'e': 0.2825216766033636}",20,6,21.15749593111812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.24111964807026165, 'e': 0.2822392961405233}",25,2,-16.967324451241645,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1266,False,"{'a': 0.24097859895850138, 'e': 0.28195719791700274}",25,14,15.795003548068621,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.24083769082535178, 'e': 0.28167538165070355}",20,9,-9.135355456665737,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1268,False,"{'a': 0.2406969235299048, 'e': 0.2813938470598096}",20,8,9.715327570117273,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1269,False,"{'a': 0.240556296931393, 'e': 0.281112593862786}",25,11,17.204467665370828,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.2404158108891899, 'e': 0.2808316217783798}",30,16,-49.29952951108706,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
1271,False,"{'a': 0.24027546526280935, 'e': 0.2805509305256187}",20,6,-23.144475204138054,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1272,False,"{'a': 0.2401352599119058, 'e': 0.28027051982381157}",20,10,17.757013758396035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.23999519469627378, 'e': 0.27999038939254756}",25,10,-7.389854550669507,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
1274,False,"{'a': 0.23985526947584818, 'e': 0.27971053895169634}",25,8,29.931190861086094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.23971548411070365, 'e': 0.2794309682214073}",20,8,10.65847055646849,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1276,False,"{'a': 0.23957583846105493, 'e': 0.27915167692210985}",25,2,-7.006813341803085,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
1277,False,"{'a': 0.23943633238725626, 'e': 0.2788726647745125}",20,11,4.659246687980728,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.23929696574980164, 'e': 0.27859393149960326}",25,18,-6.10569417413833,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1279,False,"{'a': 0.23915773840932433, 'e': 0.27831547681864865}",25,11,12.760153057490204,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1280,False,"{'a': 0.23901865022659707, 'e': 0.27803730045319414}",30,17,27.17397335785872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.23887970106253162, 'e': 0.2777594021250632}",30,22,2.80056763175198,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1282,False,"{'a': 0.23874089077817878, 'e': 0.27748178155635755}",20,1,-29.546800955663645,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1283,False,"{'a': 0.2386022192347283, 'e': 0.2772044384694566}",20,3,4.076094706868467,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1284,False,"{'a': 0.2384636862935086, 'e': 0.27692737258701716}",25,0,-35.384534809683565,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
1285,False,"{'a': 0.23832529181598672, 'e': 0.2766505836319734}",20,12,17.3185274567884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.23818703566376817, 'e': 0.27637407132753633}",20,9,8.612201093582538,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1287,False,"{'a': 0.23804891769859685, 'e': 0.2760978353971937}",25,0,1.5655325872949784,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1288,False,"{'a': 0.23791093778235467, 'e': 0.27582187556470933}",20,1,-49.88772119185482,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
1289,False,"{'a': 0.23777309577706182, 'e': 0.27554619155412363}",30,0,18.433074486866726,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1290,False,"{'a': 0.23763539154487617, 'e': 0.27527078308975234}",20,11,6.6003964461991576,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.2374978249480936, 'e': 0.2749956498961872}",20,13,2.6289507393378573,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1292,False,"{'a': 0.2373603958491474, 'e': 0.2747207916982948}",20,0,-46.33371004424056,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1293,False,"{'a': 0.23722310411060848, 'e': 0.27444620822121696}",20,13,15.831580272907638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.2370859495951851, 'e': 0.2741718991903702}",30,16,5.652808357588618,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1295,False,"{'a': 0.2369489321657228, 'e': 0.2738978643314456}",25,14,17.43822514998672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.23681205168520403, 'e': 0.27362410337040804}",20,14,13.145156241314945,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.23667530801674838, 'e': 0.27335061603349675}",25,12,2.094559253905867,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1298,False,"{'a': 0.2365387010236121, 'e': 0.2730774020472242}",25,8,-23.795037427402708,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
1299,False,"{'a': 0.23640223056918824, 'e': 0.2728044611383765}",30,0,-20.799504171340974,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
1300,False,"{'a': 0.2362658965170063, 'e': 0.2725317930340126}",20,10,-20.41121486084095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1301,False,"{'a': 0.23612969873073228, 'e': 0.27225939746146455}",30,13,13.628343616589538,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1302,False,"{'a': 0.2359936370741683, 'e': 0.27198727414833657}",20,13,-5.872336762296209,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1303,False,"{'a': 0.23585771141125272, 'e': 0.27171542282250544}",20,16,7.104285173774981,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.23572192160605987, 'e': 0.27144384321211973}",30,17,26.662994027882018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.23558626752279996, 'e': 0.2711725350455999}",20,4,-12.869445906225225,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1306,False,"{'a': 0.23545074902581883, 'e': 0.27090149805163766}",20,3,-10.247708837112068,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 0}",1
1307,False,"{'a': 0.23531536597959807, 'e': 0.2706307319591961}",20,5,-45.9586444443,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
1308,False,"{'a': 0.2351801182487545, 'e': 0.270360236497509}",20,13,-0.6350587142265807,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1309,False,"{'a': 0.23504500569804052, 'e': 0.270090011396081}",25,6,-12.02636743703864,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1310,False,"{'a': 0.23491002819234344, 'e': 0.26982005638468687}",20,5,-14.97287526488085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1311,False,"{'a': 0.2347751855966858, 'e': 0.2695503711933716}",25,11,9.946472659237086,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
